size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
32768,8192,float,sum,-1,34.07,0.96,1.68,0,33.23,0.99,1.73,0
65536,16384,float,sum,-1,62.04,1.06,1.85,0,61.45,1.07,1.87,0
131072,32768,float,sum,-1,66.20,1.98,3.46,0,66.13,1.98,3.47,0
262144,65536,float,sum,-1,98.72,2.66,4.65,0,97.29,2.69,4.72,0
524288,131072,float,sum,-1,173.0,3.03,5.30,0,171.2,3.06,5.36,0
1048576,262144,float,sum,-1,256.8,4.08,7.15,0,256.6,4.09,7.15,0
2097152,524288,float,sum,-1,139.3,15.06,26.35,0,137.2,15.29,26.75,0
4194304,1048576,float,sum,-1,215.2,19.49,34.11,0,201.1,20.86,36.50,0
8388608,2097152,float,sum,-1,339.2,24.73,43.28,0,342.2,24.51,42.90,0
16777216,4194304,float,sum,-1,565.5,29.67,51.92,0,558.5,30.04,52.57,0
33554432,8388608,float,sum,-1,859.8,39.03,68.30,0,877.7,38.23,66.90,0
67108864,16777216,float,sum,-1,1395.0,48.11,84.19,0,1440.2,46.60,81.54,0
134217728,33554432,float,sum,-1,2350.4,57.10,99.93,0,2320.0,57.85,101.24,0
268435456,67108864,float,sum,-1,3836.3,69.97,122.45,0,3824.6,70.19,122.82,0
536870912,134217728,float,sum,-1,6662.8,80.58,141.01,0,6624.4,81.04,141.83,0
1073741824,268435456,float,sum,-1,12499,85.91,150.34,0,12529,85.70,149.98,0
2147483648,536870912,float,sum,-1,24063,89.24,156.17,0,24088,89.15,156.02,0
4294967296,1073741824,float,sum,-1,47355,90.70,158.72,0,47239,90.92,159.11,0
